year,winner_name,loser_name
2016,Damir Dzumhur,Jiri Vesely
2016,Daniel Brands,Thomas Fabbiano
2016,Dominic Thiem,Nicolas Almagro
2016,Dominic Thiem,Rafael Nadal
2016,Nicolas Almagro,David Ferrer
2016,Rafael Nadal,Paolo Lorenzi
2016,Dominic Thiem,Dusan Lajovic
2016,Nicolas Almagro,Jo Wilfried Tsonga
2016,David Ferrer,Pablo Cuevas
2016,Rafael Nadal,Juan Monaco
2016,Paolo Lorenzi,Diego Sebastian Schwartzman
2016,Dusan Lajovic,John Isner
2016,Dominic Thiem,Gastao Elias
2016,Nicolas Almagro,Federico Delbonis
2016,Jo Wilfried Tsonga,Leonardo Mayer
2016,Pablo Cuevas,Santiago Giraldo
2016,David Ferrer,Renzo Olivo
2016,Juan Monaco,Marco Cecchinato
2016,Paolo Lorenzi,Pablo Andujar
2016,Diego Sebastian Schwartzman,Alexandr Dolgopolov
2016,Dusan Lajovic,Facundo Arguello
2016,Gastao Elias,Daniel Munoz De La Nava
2016,Dominic Thiem,Pablo Carreno Busta
2016,Federico Delbonis,Fabio Fognini
2016,Nicolas Almagro,Albert Montanes
2016,Leonardo Mayer,Guido Pella
2016,Pablo Cuevas,Albert Ramos
2016,Santiago Giraldo,Inigo Cervantes Huegun
2016,Renzo Olivo,Facundo Bagnis
2016,Kei Nishikori,Taylor Harry Fritz
2016,Kei Nishikori,Sam Querrey
2016,Taylor Harry Fritz,Ricardas Berankis
2016,Kei Nishikori,Mikhail Kukushkin
2016,Sam Querrey,Yoshihito Nishioka
2016,Ricardas Berankis,Donald Young
2016,Taylor Harry Fritz,Benjamin Becker
2016,Kei Nishikori,Ryan Harrison
2016,Mikhail Kukushkin,Denis Kudla
2016,Sam Querrey,Henri Laaksonen
2016,Yoshihito Nishioka,Illya Marchenko
2016,Ricardas Berankis,Damir Dzumhur
2016,Donald Young,Marcel Granollers
2016,Benjamin Becker,John Millman
2016,Taylor Harry Fritz,Steve Johnson
2016,Ryan Harrison,Francis Tiafoe
2016,Mikhail Kukushkin,Luca Vanni
2016,Denis Kudla,Rajeev Ram
2016,Henri Laaksonen,Matthew Ebden
2016,Yoshihito Nishioka,Jared Donaldson
2016,Illya Marchenko,Samuel Groth
2016,Damir Dzumhur,Tim Smyczek
2016,Ricardas Berankis,Dudi Sela
2016,Marcel Granollers,Malek Jaziri
2016,John Millman,Austin Krajicek
2016,Benjamin Becker,Tommy Paul
2016,Taylor Harry Fritz,Michael Mmoh
2016,Martin Klizan,Gael Monfils
2016,Martin Klizan,Nicolas Mahut
2016,Gael Monfils,Philipp Kohlschreiber
2016,Nicolas Mahut,Viktor Troicki
2016,Martin Klizan,Roberto Bautista Agut
2016,Gael Monfils,Alexander Zverev
2016,Philipp Kohlschreiber,Marin Cilic
2016,Nicolas Mahut,Jeremy Chardy
2016,Viktor Troicki,Hyeon Chung
2016,Martin Klizan,Marcos Baghdatis
2016,Roberto Bautista Agut,Jiri Vesely
2016,Gael Monfils,Borna Coric
2016,Alexander Zverev,Gilles Simon
2016,Philipp Kohlschreiber,Ivan Dodig
2016,Marin Cilic,Gilles Muller
2016,Jeremy Chardy,Evgeny Donskoy
2016,Nicolas Mahut,Teymuraz Gabashvili
2016,Hyeon Chung,Guillermo Garcia Lopez
2016,Viktor Troicki,Andrey Kuznetsov
2016,Marcos Baghdatis,David Goffin
2016,Martin Klizan,Tommy Robredo
2016,Jiri Vesely,Lukas Rosol
2016,Roberto Bautista Agut,Joao Sousa
2016,Gael Monfils,Ernests Gulbis
2016,Borna Coric,Thiemo De Bakker
2016,Alexander Zverev,Vasek Pospisil
2016,Gilles Simon,Robin Haase
2016,Ivan Dodig,Benoit Paire
2016,Philipp Kohlschreiber,Julien Benneteau
2016,Gilles Muller,Andreas Seppi
2016,Marin Cilic,Denis Istomin
2016,Sam Querrey,Rajeev Ram
2016,Sam Querrey,Juan Martin Del Potro
2016,Rajeev Ram,Grigor Dimitrov
2016,Sam Querrey,Tim Smyczek
2016,Juan Martin Del Potro,Jeremy Chardy
2016,Grigor Dimitrov,Adrian Mannarino
2016,Rajeev Ram,Benjamin Becker
2016,Sam Querrey,Austin Krajicek
2016,Tim Smyczek,Donald Young
2016,Juan Martin Del Potro,John Patrick Smith
2016,Jeremy Chardy,Noah Rubin
2016,Adrian Mannarino,Tatsuma Ito
2016,Grigor Dimitrov,Damir Dzumhur
2016,Benjamin Becker,Steve Johnson
2016,Rajeev Ram,Illya Marchenko
2016,Austin Krajicek,Kevin Anderson
2016,Sam Querrey,Thiemo De Bakker
2016,Tim Smyczek,Taylor Harry Fritz
2016,Donald Young,Mikhail Kukushkin
2016,John Patrick Smith,Ivo Karlovic
2016,Juan Martin Del Potro,Denis Kudla
2016,Noah Rubin,Samuel Groth
2016,Jeremy Chardy,Matthew Ebden
2016,Adrian Mannarino,Malek Jaziri
2016,Tatsuma Ito,Dennis Novikov
2016,Damir Dzumhur,Ricardas Berankis
2016,Grigor Dimitrov,Dudi Sela
2016,Steve Johnson,John Millman
2016,Benjamin Becker,Radu Albot
2016,Illya Marchenko,Marcel Granollers
2016,Rajeev Ram,Bernard Tomic
2016,Nick Kyrgios,Marin Cilic
2016,Marin Cilic,Benoit Paire
2016,Nick Kyrgios,Tomas Berdych
2016,Benoit Paire,Stanislas Wawrinka
2016,Marin Cilic,Andrey Kuznetsov
2016,Nick Kyrgios,Richard Gasquet
2016,Tomas Berdych,David Goffin
2016,Stanislas Wawrinka,Sergiy Stakhovsky
2016,Benoit Paire,Vincent Millot
2016,Marin Cilic,Robin Haase
2016,Andrey Kuznetsov,Quentin Halys
2016,Nick Kyrgios,Teymuraz Gabashvili
2016,Richard Gasquet,Ernests Gulbis
2016,David Goffin,Mischa Zverev
2016,Tomas Berdych,Alexander Zverev
2016,Sergiy Stakhovsky,Feliciano Lopez
2016,Vincent Millot,Nicolas Mahut
2016,Benoit Paire,Simone Bolelli
2016,Robin Haase,Joao Sousa
2016,Andrey Kuznetsov,Lucas Pouille
2016,Quentin Halys,David Guez
2016,Teymuraz Gabashvili,Gilles Simon
2016,Nick Kyrgios,Vasek Pospisil
2016,Ernests Gulbis,Kenny De Schepper
2016,David Goffin,Hyeon Chung
2016,Mischa Zverev,Ramkumar Ramanathan
2016,Alexander Zverev,Julien Benneteau
2016,Pablo Cuevas,Guido Pella
2016,Pablo Cuevas,Rafael Nadal
2016,Guido Pella,Dominic Thiem
2016,Rafael Nadal,Alexandr Dolgopolov
2016,Pablo Cuevas,Federico Delbonis
2016,Guido Pella,Daniel Gimeno Traver
2016,Dominic Thiem,David Ferrer
2016,Rafael Nadal,Nicolas Almagro
2016,Alexandr Dolgopolov,Inigo Cervantes Huegun
2016,Pablo Cuevas,Thiago Monteiro
2016,Federico Delbonis,Paolo Lorenzi
2016,Daniel Gimeno Traver,Fabio Fognini
2016,Guido Pella,Santiago Giraldo
2016,Dominic Thiem,Diego Sebastian Schwartzman
2016,David Ferrer,Albert Ramos
2016,Rafael Nadal,Pablo Carreno Busta
2016,Nicolas Almagro,Daniel Munoz De La Nava
2016,Inigo Cervantes Huegun,Taro Daniel
2016,Alexandr Dolgopolov,Thomaz Bellucci
2016,Thiago Monteiro,Jo Wilfried Tsonga
2016,Pablo Cuevas,Facundo Bagnis
2016,Paolo Lorenzi,Marco Cecchinato
2016,Federico Delbonis,Jack Sock
2016,Fabio Fognini,Aljaz Bedene
2016,Daniel Gimeno Traver,Juan Monaco
2016,Santiago Giraldo,Gastao Elias
2016,Guido Pella,John Isner
2016,Dominic Thiem,Pablo Andujar
2016,Diego Sebastian Schwartzman,Joao Souza
2016,Albert Ramos,Dusan Lajovic
2016,David Ferrer,Nicolas Jarry
2016,Dominic Thiem,Bernard Tomic
2016,Bernard Tomic,Alexandr Dolgopolov
2016,Dominic Thiem,Sam Querrey
2016,Alexandr Dolgopolov,Robin Haase
2016,Bernard Tomic,Illya Marchenko
2016,Dominic Thiem,Grigor Dimitrov
2016,Sam Querrey,Taylor Harry Fritz
2016,Alexandr Dolgopolov,David Ferrer
2016,Robin Haase,Aljaz Bedene
2016,Illya Marchenko,Ryan Harrison
2016,Bernard Tomic,Adrian Mannarino
2016,Grigor Dimitrov,Donald Young
2016,Dominic Thiem,Dmitry Tursunov
2016,Taylor Harry Fritz,Victor Estrella
2016,Sam Querrey,Kei Nishikori
2016,David Ferrer,John Millman
2016,Alexandr Dolgopolov,Steve Johnson
2016,Robin Haase,Luis Patino
2016,Aljaz Bedene,Ivo Karlovic
2016,Ryan Harrison,Marin Cilic
2016,Illya Marchenko,Tommy Paul
2016,Adrian Mannarino,Tigre Hank
2016,Bernard Tomic,Rajeev Ram
2016,Grigor Dimitrov,Denis Kudla
2016,Donald Young,Gilles Muller
2016,Dmitry Tursunov,Samuel Groth
2016,Dominic Thiem,Damir Dzumhur
2016,Taylor Harry Fritz,Jeremy Chardy
2016,Victor Estrella,Lucas Gomez
2016,Sam Querrey,Dudi Sela
2016,Kei Nishikori,Thiemo De Bakker
2016,Stanislas Wawrinka,Marcos Baghdatis
2016,Marcos Baghdatis,Feliciano Lopez
2016,Stanislas Wawrinka,Nick Kyrgios
2016,Feliciano Lopez,Novak Djokovic
2016,Marcos Baghdatis,Roberto Bautista Agut
2016,Nick Kyrgios,Tomas Berdych
2016,Stanislas Wawrinka,Philipp Kohlschreiber
2016,Novak Djokovic,Malek Jaziri
2016,Feliciano Lopez,Lukas Rosol
2016,Roberto Bautista Agut,Hyeon Chung
2016,Marcos Baghdatis,Vasek Pospisil
2016,Nick Kyrgios,Mikhail Kukushkin
2016,Tomas Berdych,Thomas Fabbiano
2016,Philipp Kohlschreiber,Borna Coric
2016,Stanislas Wawrinka,Franco Skugor
2016,Novak Djokovic,Tommy Robredo
2016,Malek Jaziri,Mikhail Youzhny
2016,Lukas Rosol,Yuki Bhambri
2016,Feliciano Lopez,Guillermo Garcia Lopez
2016,Roberto Bautista Agut,Simone Bolelli
2016,Hyeon Chung,Andreas Seppi
2016,Vasek Pospisil,Lucas Pouille
2016,Marcos Baghdatis,Viktor Troicki
2016,Nick Kyrgios,Martin Klizan
2016,Mikhail Kukushkin,Denis Istomin
2016,Thomas Fabbiano,Leonardo Mayer
2016,Tomas Berdych,Joao Sousa
2016,Philipp Kohlschreiber,Marsel Ilhan
2016,Borna Coric,Jiri Vesely
2016,Franco Skugor,Teymuraz Gabashvili
2016,Stanislas Wawrinka,Sergiy Stakhovsky
2016,Pablo Cuevas,Pablo Carreno Busta
2016,Pablo Cuevas,Dusan Lajovic
2016,Pablo Carreno Busta,Inigo Cervantes Huegun
2016,Dusan Lajovic,Gastao Elias
2016,Pablo Cuevas,Thiago Monteiro
2016,Inigo Cervantes Huegun,Federico Delbonis
2016,Pablo Carreno Busta,Roberto Carballes Baena
2016,Dusan Lajovic,Benoit Paire
2016,Gastao Elias,Santiago Giraldo
2016,Pablo Cuevas,Facundo Bagnis
2016,Thiago Monteiro,Daniel Munoz De La Nava
2016,Inigo Cervantes Huegun,Blaz Rola
2016,Federico Delbonis,Diego Sebastian Schwartzman
2016,Pablo Carreno Busta,Daniel Gimeno Traver
2016,Roberto Carballes Baena,Thomaz Bellucci
2016,Dusan Lajovic,Luca Vanni
2016,Santiago Giraldo,Marco Cecchinato
2016,Gastao Elias,Pablo Andujar
2016,Facundo Bagnis,Paul Henri Mathieu
2016,Daniel Munoz De La Nava,Maximo Gonzalez
2016,Thiago Monteiro,Nicolas Almagro
2016,Blaz Rola,Paolo Lorenzi
2016,Inigo Cervantes Huegun,Marcel Granollers
2016,Diego Sebastian Schwartzman,Horacio Zeballos
2016,Pablo Carreno Busta,Albert Ramos
2016,Daniel Gimeno Traver,Guilherme Clezar
2016,Roberto Carballes Baena,Taro Daniel
2016,Novak Djokovic,Milos Raonic
2016,Novak Djokovic,Rafael Nadal
2016,Milos Raonic,David Goffin
2016,Novak Djokovic,Jo Wilfried Tsonga
2016,Rafael Nadal,Kei Nishikori
2016,David Goffin,Marin Cilic
2016,Milos Raonic,Gael Monfils
2016,Novak Djokovic,Feliciano Lopez
2016,David Goffin,Stanislas Wawrinka
2016,Rafael Nadal,Alexander Zverev
2016,Kei Nishikori,John Isner
2016,Milos Raonic,Tomas Berdych
2016,Jo Wilfried Tsonga,Dominic Thiem
2016,Marin Cilic,Richard Gasquet
2016,Gael Monfils,Federico Delbonis
2016,Federico Delbonis,Andy Murray
2016,Tomas Berdych,Borna Coric
2016,Milos Raonic,Bernard Tomic
2016,Gael Monfils,Albert Ramos
2016,Novak Djokovic,Philipp Kohlschreiber
2016,Feliciano Lopez,Roberto Bautista Agut
2016,Dominic Thiem,Jack Sock
2016,Jo Wilfried Tsonga,Sam Querrey
2016,Rafael Nadal,Fernando Verdasco
2016,Alexander Zverev,Gilles Simon
2016,John Isner,Adrian Mannarino
2016,Kei Nishikori,Steve Johnson
2016,Richard Gasquet,Alexandr Dolgopolov
2016,Marin Cilic,Leonardo Mayer
2016,David Goffin,Guido Pella
2016,Stanislas Wawrinka,Andrey Kuznetsov
2016,Novak Djokovic,Bjorn Fratangelo
2016,Philipp Kohlschreiber,Denis Kudla
2016,Feliciano Lopez,Guillermo Garcia Lopez
2016,Roberto Bautista Agut,Mikhail Youzhny
2016,Dominic Thiem,Jozef Kovalik
2016,Jack Sock,Michael Berrer
2016,Sam Querrey,Thiemo De Bakker
2016,Jo Wilfried Tsonga,Vincent Millot
2016,Rafael Nadal,Gilles Muller
2016,Fernando Verdasco,Martin Klizan
2016,Alexander Zverev,Grigor Dimitrov
2016,Gilles Simon,Vasek Pospisil
2016,John Isner,Andreas Seppi
2016,Adrian Mannarino,Benoit Paire
2016,Steve Johnson,John Millman
2016,Kei Nishikori,Mikhail Kukushkin
2016,Richard Gasquet,Nicolas Mahut
2016,Alexandr Dolgopolov,Robin Haase
2016,Leonardo Mayer,Viktor Troicki
2016,Marin Cilic,Ryan Harrison
2016,David Goffin,Francis Tiafoe
2016,Guido Pella,Pablo Cuevas
2016,Andrey Kuznetsov,Jeremy Chardy
2016,Stanislas Wawrinka,Illya Marchenko
2016,Tomas Berdych,Juan Martin Del Potro
2016,Borna Coric,Thomaz Bellucci
2016,Bernard Tomic,Rajeev Ram
2016,Milos Raonic,Inigo Cervantes Huegun
2016,Gael Monfils,Pablo Carreno Busta
2016,Albert Ramos,Nick Kyrgios
2016,Federico Delbonis,Joao Sousa
2016,Andy Murray,Marcel Granollers
2016,Bjorn Fratangelo,Teymuraz Gabashvili
2016,Denis Kudla,Denis Istomin
2016,Guillermo Garcia Lopez,Ernests Gulbis
2016,Mikhail Youzhny,Aljaz Bedene
2016,Jozef Kovalik,Pierre Hugues Herbert
2016,Michael Berrer,Juan Monaco
2016,Thiemo De Bakker,Jiri Vesely
2016,Vincent Millot,Mackenzie Mcdonald
2016,Gilles Muller,Victor Estrella
2016,Fernando Verdasco,Peter Polansky
2016,Alexander Zverev,Ivan Dodig
2016,Vasek Pospisil,Jared Donaldson
2016,Andreas Seppi,Donald Young
2016,Adrian Mannarino,Lukas Rosol
2016,John Millman,Alexander Sarkissian
2016,Mikhail Kukushkin,Daniel Munoz De La Nava
2016,Nicolas Mahut,Renzo Olivo
2016,Robin Haase,Diego Sebastian Schwartzman
2016,Leonardo Mayer,Samuel Groth
2016,Ryan Harrison,Dusan Lajovic
2016,Francis Tiafoe,Taylor Harry Fritz
2016,Guido Pella,Kyle Edmund
2016,Andrey Kuznetsov,Marco Trungelliti
2016,Illya Marchenko,Dmitry Tursunov
2016,Juan Martin Del Potro,Tim Smyczek
2016,Borna Coric,Lucas Pouille
2016,Rajeev Ram,Noah Rubin
2016,Inigo Cervantes Huegun,Nicolas Almagro
2016,Pablo Carreno Busta,Evgeny Donskoy
2016,Albert Ramos,Hyeon Chung
2016,Federico Delbonis,Santiago Giraldo
2016,Marcel Granollers,Damir Dzumhur
2016,Novak Djokovic,Kei Nishikori
2016,Novak Djokovic,David Goffin
2016,Kei Nishikori,Nick Kyrgios
2016,Novak Djokovic,Tomas Berdych
2016,David Goffin,Gilles Simon
2016,Nick Kyrgios,Milos Raonic
2016,Kei Nishikori,Gael Monfils
2016,Novak Djokovic,Dominic Thiem
2016,Tomas Berdych,Richard Gasquet
2016,David Goffin,Horacio Zeballos
2016,Gilles Simon,Lucas Pouille
2016,Milos Raonic,Damir Dzumhur
2016,Nick Kyrgios,Andrey Kuznetsov
2016,Kei Nishikori,Roberto Bautista Agut
2016,Gael Monfils,Grigor Dimitrov
2016,Novak Djokovic,Joao Sousa
2016,Dominic Thiem,Yoshihito Nishioka
2016,Richard Gasquet,Benoit Paire
2016,Tomas Berdych,Steve Johnson
2016,Horacio Zeballos,Fernando Verdasco
2016,David Goffin,Viktor Troicki
2016,Gilles Simon,Marin Cilic
2016,Lucas Pouille,David Ferrer
2016,Damir Dzumhur,Mikhail Kukushkin
2016,Milos Raonic,Jack Sock
2016,Nick Kyrgios,Tim Smyczek
2016,Andrey Kuznetsov,Adrian Mannarino
2016,Kei Nishikori,Alexandr Dolgopolov
2016,Roberto Bautista Agut,Jo Wilfried Tsonga
2016,Gael Monfils,Pablo Cuevas
2016,Grigor Dimitrov,Andy Murray
2016,Novak Djokovic,Kyle Edmund
2016,Joao Sousa,Vasek Pospisil
2016,Yoshihito Nishioka,Feliciano Lopez
2016,Dominic Thiem,Samuel Groth
2016,Richard Gasquet,Albert Ramos
2016,Benoit Paire,Mikhail Youzhny
2016,Steve Johnson,Alexander Zverev
2016,Tomas Berdych,Rajeev Ram
2016,Horacio Zeballos,Juan Martin Del Potro
2016,Fernando Verdasco,Jeremy Chardy
2016,Viktor Troicki,Inigo Cervantes Huegun
2016,David Goffin,Marcel Granollers
2016,Marin Cilic,Dusan Lajovic
2016,Gilles Simon,Juan Monaco
2016,Lucas Pouille,Guillermo Garcia Lopez
2016,David Ferrer,Taylor Harry Fritz
2016,Damir Dzumhur,Rafael Nadal
2016,Mikhail Kukushkin,Thomaz Bellucci
2016,Jack Sock,Sergiy Stakhovsky
2016,Milos Raonic,Denis Kudla
2016,Tim Smyczek,John Isner
2016,Nick Kyrgios,Marcos Baghdatis
2016,Adrian Mannarino,Sam Querrey
2016,Andrey Kuznetsov,Stanislas Wawrinka
2016,Kei Nishikori,Pierre Hugues Herbert
2016,Alexandr Dolgopolov,Andreas Seppi
2016,Roberto Bautista Agut,Aljaz Bedene
2016,Jo Wilfried Tsonga,Santiago Giraldo
2016,Gael Monfils,Tatsuma Ito
2016,Pablo Cuevas,John Millman
2016,Grigor Dimitrov,Federico Delbonis
2016,Andy Murray,Denis Istomin
2016,Kyle Edmund,Jiri Vesely
2016,Vasek Pospisil,Diego Sebastian Schwartzman
2016,Yoshihito Nishioka,Jared Donaldson
2016,Samuel Groth,Victor Estrella
2016,Albert Ramos,Alejandro Gonzalez
2016,Mikhail Youzhny,Ernests Gulbis
2016,Alexander Zverev,Michael Mmoh
2016,Rajeev Ram,Evgeny Donskoy
2016,Juan Martin Del Potro,Guido Pella
2016,Fernando Verdasco,Gilles Muller
2016,Inigo Cervantes Huegun,Andrey Rublev
2016,Marcel Granollers,Bjorn Fratangelo
2016,Dusan Lajovic,Dennis Novikov
2016,Juan Monaco,Ivan Dodig
2016,Lucas Pouille,Teymuraz Gabashvili
2016,Taylor Harry Fritz,Simone Bolelli
2016,Damir Dzumhur,Leonardo Mayer
2016,Mikhail Kukushkin,Brian Baker
2016,Sergiy Stakhovsky,Nicolas Jarry
2016,Denis Kudla,Hyeon Chung
2016,Tim Smyczek,Tommy Paul
2016,Marcos Baghdatis,Benjamin Becker
2016,Adrian Mannarino,Illya Marchenko
2016,Andrey Kuznetsov,Rogerio Dutra Silva
2016,Pierre Hugues Herbert,Lukas Rosol
2016,Andreas Seppi,Donald Young
2016,Aljaz Bedene,Roberto Carballes Baena
2016,Santiago Giraldo,Paul Henri Mathieu
2016,Tatsuma Ito,Nicolas Mahut
2016,John Millman,Pablo Carreno Busta
2016,Federico Delbonis,Elias Ymer
2016,Denis Istomin,Borna Coric
2016,Juan Monaco,Jack Sock
2016,Jack Sock,John Isner
2016,Juan Monaco,Feliciano Lopez
2016,John Isner,Hyeon Chung
2016,Jack Sock,Marcos Baghdatis
2016,Feliciano Lopez,Tim Smyczek
2016,Juan Monaco,Sam Querrey
2016,John Isner,Denis Kudla
2016,Hyeon Chung,Tommy Paul
2016,Jack Sock,Matthew Barton
2016,Marcos Baghdatis,Fernando Verdasco
2016,Tim Smyczek,Donald Young
2016,Feliciano Lopez,Lukas Lacko
2016,Sam Querrey,Benjamin Becker
2016,Juan Monaco,Benoit Paire
2016,Denis Kudla,Mischa Zverev
2016,Hyeon Chung,Victor Estrella
2016,Tommy Paul,Paolo Lorenzi
2016,Matthew Barton,Francis Tiafoe
2016,Fernando Verdasco,Carlos Berlocq
2016,Marcos Baghdatis,Diego Sebastian Schwartzman
2016,Donald Young,Steve Johnson
2016,Tim Smyczek,Nicolas Kicker
2016,Lukas Lacko,Dmitry Tursunov
2016,Sam Querrey,Reilly Opelka
2016,Benjamin Becker,Michael Berrer
2016,Juan Monaco,Gerald Melzer
2016,Federico Delbonis,Borna Coric
2016,Borna Coric,Jiri Vesely
2016,Federico Delbonis,Albert Montanes
2016,Jiri Vesely,Guillermo Garcia Lopez
2016,Borna Coric,Paul Henri Mathieu
2016,Federico Delbonis,Pablo Carreno Busta
2016,Albert Montanes,Facundo Bagnis
2016,Guillermo Garcia Lopez,Nicolas Almagro
2016,Jiri Vesely,Nikola Mektic
2016,Borna Coric,Simone Bolelli
2016,Paul Henri Mathieu,Maximo Gonzalez
2016,Pablo Carreno Busta,Denis Istomin
2016,Federico Delbonis,Thiemo De Bakker
2016,Albert Montanes,Daniel Gimeno Traver
2016,Facundo Bagnis,Joao Sousa
2016,Nicolas Almagro,Radu Albot
2016,Nikola Mektic,Reda El Amrani
2016,Jiri Vesely,Inigo Cervantes Huegun
2016,Simone Bolelli,Taro Daniel
2016,Maximo Gonzalez,Daniel Munoz De La Nava
2016,Paul Henri Mathieu,Albert Ramos
2016,Pablo Carreno Busta,Evgeny Donskoy
2016,Denis Istomin,Lorenzo Giustino
2016,Thiemo De Bakker,Amine Ahouda
2016,Daniel Gimeno Traver,Teymuraz Gabashvili
2016,Albert Montanes,Franco Skugor
2016,Facundo Bagnis,Lamine Ouahab
2016,Rafael Nadal,Gael Monfils
2016,Gael Monfils,Jo Wilfried Tsonga
2016,Rafael Nadal,Andy Murray
2016,Gael Monfils,Marcel Granollers
2016,Jo Wilfried Tsonga,Roger Federer
2016,Rafael Nadal,Stanislas Wawrinka
2016,Andy Murray,Milos Raonic
2016,Gael Monfils,Jiri Vesely
2016,Marcel Granollers,David Goffin
2016,Roger Federer,Roberto Bautista Agut
2016,Jo Wilfried Tsonga,Lucas Pouille
2016,Rafael Nadal,Dominic Thiem
2016,Stanislas Wawrinka,Gilles Simon
2016,Milos Raonic,Damir Dzumhur
2016,Andy Murray,Benoit Paire
2016,Jiri Vesely,Novak Djokovic
2016,Gael Monfils,Paolo Lorenzi
2016,David Goffin,Fernando Verdasco
2016,Marcel Granollers,Alexander Zverev
2016,Roger Federer,Guillermo Garcia Lopez
2016,Roberto Bautista Agut,Jeremy Chardy
2016,Lucas Pouille,Richard Gasquet
2016,Jo Wilfried Tsonga,Pablo Carreno Busta
2016,Rafael Nadal,Aljaz Bedene
2016,Dominic Thiem,Taro Daniel
2016,Gilles Simon,Grigor Dimitrov
2016,Stanislas Wawrinka,Philipp Kohlschreiber
2016,Damir Dzumhur,Tomas Berdych
2016,Milos Raonic,Pablo Cuevas
2016,Benoit Paire,Joao Sousa
2016,Andy Murray,Pierre Hugues Herbert
2016,Jiri Vesely,Teymuraz Gabashvili
2016,Paolo Lorenzi,Fabio Fognini
2016,Gael Monfils,Gilles Muller
2016,David Goffin,Feliciano Lopez
2016,Fernando Verdasco,Federico Delbonis
2016,Alexander Zverev,Andrey Rublev
2016,Guillermo Garcia Lopez,Thomaz Bellucci
2016,Jeremy Chardy,Andrey Kuznetsov
2016,Roberto Bautista Agut,Albert Ramos
2016,Richard Gasquet,Nicolas Almagro
2016,Lucas Pouille,Nicolas Mahut
2016,Pablo Carreno Busta,Stephane Robert
2016,Aljaz Bedene,Lukas Rosol
2016,Taro Daniel,Adrian Mannarino
2016,Dominic Thiem,Jan Lennard Struff
2016,Gilles Simon,Viktor Troicki
2016,Grigor Dimitrov,Filip Krajinovic
2016,Philipp Kohlschreiber,Borna Coric
2016,Damir Dzumhur,Robin Haase
2016,Pablo Cuevas,Daniel Gimeno Traver
2016,Milos Raonic,Marco Cecchinato
2016,Benoit Paire,Inigo Cervantes Huegun
2016,Joao Sousa,Ivo Karlovic
2016,Pierre Hugues Herbert,Guido Pella
2016,Rafael Nadal,Kei Nishikori
2016,Rafael Nadal,Philipp Kohlschreiber
2016,Kei Nishikori,Benoit Paire
2016,Rafael Nadal,Fabio Fognini
2016,Philipp Kohlschreiber,Andrey Kuznetsov
2016,Benoit Paire,Malek Jaziri
2016,Kei Nishikori,Alexandr Dolgopolov
2016,Rafael Nadal,Albert Montanes
2016,Fabio Fognini,Viktor Troicki
2016,Andrey Kuznetsov,Radek Stepanek
2016,Philipp Kohlschreiber,Feliciano Lopez
2016,Benoit Paire,Pablo Cuevas
2016,Malek Jaziri,Alexander Zverev
2016,Alexandr Dolgopolov,Karen Khachanov
2016,Kei Nishikori,Jeremy Chardy
2016,Rafael Nadal,Marcel Granollers
2016,Albert Montanes,Joao Sousa
2016,Fabio Fognini,Mikhail Youzhny
2016,Viktor Troicki,Marton Fucsovics
2016,Radek Stepanek,Edouard Roger Vasselin
2016,Andrey Kuznetsov,Inigo Cervantes Huegun
2016,Philipp Kohlschreiber,Pablo Carreno Busta
2016,Feliciano Lopez,Ivan Dodig
2016,Benoit Paire,Teymuraz Gabashvili
2016,Pablo Cuevas,Albert Ramos
2016,Alexander Zverev,Thomaz Bellucci
2016,Malek Jaziri,Renzo Olivo
2016,Karen Khachanov,Roberto Bautista Agut
2016,Alexandr Dolgopolov,Evgeny Donskoy
2016,Jeremy Chardy,Victor Estrella
2016,Kei Nishikori,Thiemo De Bakker
2016,Marcel Granollers,Daniel Munoz De La Nava
2016,Albert Montanes,Roberto Carballes Baena
2016,Mikhail Youzhny,Rajeev Ram
2016,Marton Fucsovics,Ernests Gulbis
2016,Radek Stepanek,Santiago Giraldo
2016,Inigo Cervantes Huegun,Franco Skugor
2016,Pablo Carreno Busta,Denis Istomin
2016,Ivan Dodig,Pedro Cachin
2016,Teymuraz Gabashvili,Nicolas Almagro
2016,Albert Ramos,Jaume Munar
2016,Alexander Zverev,Jan Lennard Struff
2016,Malek Jaziri,Hyeon Chung
2016,Karen Khachanov,Aljaz Bedene
2016,Evgeny Donskoy,Facundo Bagnis
2016,Victor Estrella,Mikhail Kukushkin
2016,Thiemo De Bakker,Elias Ymer
2016,Fernando Verdasco,Lucas Pouille
2016,Fernando Verdasco,Guillermo Garcia Lopez
2016,Lucas Pouille,Federico Delbonis
2016,Fernando Verdasco,Robin Haase
2016,Guillermo Garcia Lopez,Guido Pella
2016,Federico Delbonis,Marco Cecchinato
2016,Lucas Pouille,Paolo Lorenzi
2016,Robin Haase,Bernard Tomic
2016,Fernando Verdasco,Radu Albot
2016,Guillermo Garcia Lopez,Kyle Edmund
2016,Guido Pella,Daniel Gimeno Traver
2016,Marco Cecchinato,Damir Dzumhur
2016,Federico Delbonis,Illya Marchenko
2016,Paolo Lorenzi,Taro Daniel
2016,Lucas Pouille,Ivo Karlovic
2016,Robin Haase,Andrea Arnaboldi
2016,Fernando Verdasco,Aldin Setkic
2016,Radu Albot,Paul Henri Mathieu
2016,Kyle Edmund,Lukas Rosol
