year,winner_name,loser_name
2007,Rainer Eitzinger,Max Mirnyi
2007,Diego Hartfield,Martin Fischer
2007,Laurent Recouderc,Ernests Gulbis
2007,Alexander Peya,Oliver Marach
2007,Tommy Robredo,Juan Pablo Guzman
2007,Igor Andreev,Olivier Patience
2007,Philipp Kohlschreiber,Paul Capdeville
2007,Juan Monaco,Mariano Zabaleta
2007,Juan Ignacio Chela,Daniel Koellerer
2007,Sergio Roitman,Nicolas Massu
2007,Fernando Verdasco,Luis Horna
2007,Nicolas Almagro,Ivan Navarro
2007,Florian Mayer,Martin Vassallo Arguello
2007,Potito Starace,Christophe Rochus
2007,Fabio Fognini,Werner Eschauer
2007,Andreas Seppi,Juan Carlos Ferrero
2007,Agustin Calleri,Rainer Eitzinger
2007,Diego Hartfield,Oscar Hernandez
2007,Nicolas Lapentti,Laurent Recouderc
2007,Alexander Peya,Mikhail Youzhny
2007,Tommy Robredo,Igor Andreev
2007,Juan Monaco,Philipp Kohlschreiber
2007,Sergio Roitman,Juan Ignacio Chela
2007,Fernando Verdasco,Nicolas Almagro
2007,Potito Starace,Florian Mayer
2007,Andreas Seppi,Fabio Fognini
2007,Agustin Calleri,Diego Hartfield
2007,Nicolas Lapentti,Alexander Peya
2007,Juan Monaco,Tommy Robredo
2007,Fernando Verdasco,Sergio Roitman
2007,Potito Starace,Andreas Seppi
2007,Agustin Calleri,Nicolas Lapentti
2007,Juan Monaco,Fernando Verdasco
2007,Potito Starace,Agustin Calleri
2007,Juan Monaco,Potito Starace
2007,Robby Ginepri,Jurgen Melzer
2007,Agustin Calleri,Dmitry Tursunov
2007,Stefan Koubek,Jarkko Nieminen
2007,Feliciano Lopez,Filippo Volandri
2007,Ivo Karlovic,Marat Safin
2007,Nicolas Kiefer,Stanislas Wawrinka
2007,Juan Monaco,Igor Andreev
2007,Nicolas Almagro,Fabrice Santoro
2007,Mario Ancic,Marc Gicquel
2007,Paul Henri Mathieu,Mardy Fish
2007,Juan Carlos Ferrero,Alejandro Falla
2007,Fernando Verdasco,Albert Montanes
2007,Juan Martin Del Potro,Potito Starace
2007,David Nalbandian,Arnaud Clement
2007,Andy Murray,Radek Stepanek
2007,Marcos Baghdatis,Andrei Pavel
2007,Roger Federer,Robby Ginepri
2007,Guillermo Canas,Agustin Calleri
2007,Stefan Koubek,Ivan Ljubicic
2007,Feliciano Lopez,David Ferrer
2007,Ivo Karlovic,Oscar Hernandez
2007,Nicolas Kiefer,Mikhail Youzhny
2007,Juan Monaco,Tommy Haas
2007,Fernando Gonzalez,Nicolas Almagro
2007,Mario Ancic,James Blake
2007,Paul Henri Mathieu,Richard Gasquet
2007,Juan Carlos Ferrero,Carlos Moya
2007,Novak Djokovic,Fernando Verdasco
2007,Juan Martin Del Potro,Tommy Robredo
2007,David Nalbandian,Tomas Berdych
2007,Andy Murray,Juan Ignacio Chela
2007,Rafael Nadal,Marcos Baghdatis
2007,Roger Federer,Guillermo Canas
2007,Feliciano Lopez,Stefan Koubek
2007,Nicolas Kiefer,Ivo Karlovic
2007,Fernando Gonzalez,Juan Monaco
2007,Mario Ancic,Paul Henri Mathieu
2007,Novak Djokovic,Juan Carlos Ferrero
2007,David Nalbandian,Juan Martin Del Potro
2007,Rafael Nadal,Andy Murray
2007,Roger Federer,Feliciano Lopez
2007,Nicolas Kiefer,Fernando Gonzalez
2007,Novak Djokovic,Mario Ancic
2007,David Nalbandian,Rafael Nadal
2007,Roger Federer,Nicolas Kiefer
2007,David Nalbandian,Novak Djokovic
2007,David Nalbandian,Roger Federer
2007,Andy Roddick,Alex Kuznetsov
2007,Evgeny Korolev,Justin Gimelstob
2007,Paul Goldstein,Robert Kendrick
2007,Hyung Taik Lee,Donald Young
2007,Mardy Fish,Vincent Spadea
2007,Igor Kunitsyn,Santiago Giraldo
2007,Juan Martin Del Potro,Amer Delic
2007,Frank Dancevic,Benjamin Becker
2007,Michael Berrer,Robby Ginepri
2007,Kei Nishikori,Alejandro Falla
2007,Teymuraz Gabashvili,Rajeev Ram
2007,Dmitry Tursunov,Michael Russell
2007,Ivo Karlovic,Andre Sa
2007,Sam Querrey,Julien Benneteau
2007,Ricardo Mello,Gael Monfils
2007,James Blake,Thomas Johansson
2007,Andy Roddick,Evgeny Korolev
2007,Hyung Taik Lee,Paul Goldstein
2007,Igor Kunitsyn,Mardy Fish
2007,Frank Dancevic,Juan Martin Del Potro
2007,Kei Nishikori,Michael Berrer
2007,Dmitry Tursunov,Teymuraz Gabashvili
2007,Sam Querrey,Ivo Karlovic
2007,James Blake,Ricardo Mello
2007,Andy Roddick,Hyung Taik Lee
2007,Frank Dancevic,Igor Kunitsyn
2007,Dmitry Tursunov,Kei Nishikori
2007,Sam Querrey,James Blake
2007,Frank Dancevic,Andy Roddick
2007,Dmitry Tursunov,Sam Querrey
2007,Dmitry Tursunov,Frank Dancevic
2007,Tomas Zib,Kevin Kim
2007,Paul Goldstein,Somdev Devvarman
2007,Kei Nishikori,Teymuraz Gabashvili
2007,Igor Kunitsyn,Sebastien Grosjean
2007,Thomas Johansson,Santiago Giraldo
2007,Paul Capdeville,Ilija Bozoljac
2007,Wesley Moodie,Ryan Sweeting
2007,Evgeny Korolev,Ricardo Mello
2007,Michael Berrer,George Bastl
2007,Martin Klizan,Konstantinos Economidis
2007,Robin Haase,Alex Bogdanovic
2007,Jan Hernych,Nathan Healey
2007,John Isner,Tim Henman
2007,Wayne Odesnik,Adrian Garcia
2007,Wesley Whitehouse,Jiri Vanek
2007,Alejandro Falla,Robert Kendrick
2007,Andy Roddick,Tomas Zib
2007,Radek Stepanek,Paul Goldstein
2007,Julien Benneteau,Kei Nishikori
2007,Hyung Taik Lee,Igor Kunitsyn
2007,Thomas Johansson,Arnaud Clement
2007,Paul Capdeville,Amer Delic
2007,Vincent Spadea,Wesley Moodie
2007,Ivo Karlovic,Evgeny Korolev
2007,Michael Berrer,Mardy Fish
2007,Gael Monfils,Martin Klizan
2007,Robin Haase,Michael Llodra
2007,Marat Safin,Jan Hernych
2007,John Isner,Benjamin Becker
2007,Wayne Odesnik,Juan Martin Del Potro
2007,Michael Russell,Wesley Whitehouse
2007,Tommy Haas,Alejandro Falla
2007,Andy Roddick,Radek Stepanek
2007,Hyung Taik Lee,Julien Benneteau
2007,Paul Capdeville,Thomas Johansson
2007,Ivo Karlovic,Vincent Spadea
2007,Gael Monfils,Michael Berrer
2007,Marat Safin,Robin Haase
2007,John Isner,Wayne Odesnik
2007,Tommy Haas,Michael Russell
2007,Andy Roddick,Hyung Taik Lee
2007,Ivo Karlovic,Paul Capdeville
2007,Gael Monfils,Marat Safin
2007,John Isner,Tommy Haas
2007,Andy Roddick,Ivo Karlovic
2007,John Isner,Gael Monfils
2007,Andy Roddick,John Isner
2007,Andreas Seppi,Teymuraz Gabashvili
2007,Hyung Taik Lee,Jonas Bjorkman
2007,Mikhail Youzhny,Carlos Moya
2007,David Ferrer,Gilles Simon
2007,Julien Benneteau,Benjamin Balleret
2007,Gaston Gaudio,Dmitry Tursunov
2007,Igor Andreev,Jose Acasuso
2007,Nicolas Massu,Filippo Volandri
2007,Juan Carlos Ferrero,Tim Henman
2007,Richard Gasquet,Fernando Verdasco
2007,Dominik Hrbaty,Albert Portas
2007,Radek Stepanek,Gael Monfils
2007,Arnaud Clement,Florent Serra
2007,Benjamin Becker,Thomas Johansson
2007,Tomas Berdych,Nicolas Almagro
2007,Max Mirnyi,Marcos Baghdatis
2007,Sergio Roitman,Jurgen Melzer
2007,Robin Soderling,Olivier Rochus
2007,Marc Gicquel,Florian Mayer
2007,Philipp Kohlschreiber,Andrei Pavel
2007,David Nalbandian,Federico Luzzi
2007,Marat Safin,Jarkko Nieminen
2007,Kristof Vliegen,Paul Henri Mathieu
2007,Juan Ignacio Chela,Martin Verkerk
2007,Roger Federer,Andreas Seppi
2007,Hyung Taik Lee,Mikhail Youzhny
2007,David Ferrer,Julien Benneteau
2007,Novak Djokovic,Gaston Gaudio
2007,Igor Andreev,Fernando Gonzalez
2007,Juan Carlos Ferrero,Nicolas Massu
2007,Richard Gasquet,Dominik Hrbaty
2007,Ivan Ljubicic,Radek Stepanek
2007,Tommy Robredo,Arnaud Clement
2007,Tomas Berdych,Benjamin Becker
2007,Max Mirnyi,Sergio Roitman
2007,Robin Soderling,Nikolay Davydenko
2007,Guillermo Garcia Lopez,Marc Gicquel
2007,Philipp Kohlschreiber,David Nalbandian
2007,Kristof Vliegen,Marat Safin
2007,Rafael Nadal,Juan Ignacio Chela
2007,Roger Federer,Hyung Taik Lee
2007,David Ferrer,Novak Djokovic
2007,Juan Carlos Ferrero,Igor Andreev
2007,Richard Gasquet,Ivan Ljubicic
2007,Tomas Berdych,Tommy Robredo
2007,Robin Soderling,Max Mirnyi
2007,Philipp Kohlschreiber,Guillermo Garcia Lopez
2007,Rafael Nadal,Kristof Vliegen
2007,Roger Federer,David Ferrer
2007,Juan Carlos Ferrero,Richard Gasquet
2007,Tomas Berdych,Robin Soderling
2007,Rafael Nadal,Philipp Kohlschreiber
2007,Roger Federer,Juan Carlos Ferrero
2007,Rafael Nadal,Tomas Berdych
2007,Rafael Nadal,Roger Federer
2007,Juan Monaco,Dominik Hrbaty
2007,Marat Safin,Nicolas Massu
2007,Juan Carlos Ferrero,Stanislas Wawrinka
2007,David Ferrer,Jonas Bjorkman
2007,Robin Soderling,Robby Ginepri
2007,Florent Serra,Simone Bolelli
2007,Julien Benneteau,Rainer Schuettler
2007,Jarkko Nieminen,Tobias Summerer
2007,Florian Mayer,Mikhail Youzhny
2007,Tomas Berdych,Fernando Verdasco
2007,Carlos Moya,Mardy Fish
2007,Arnaud Clement,Radek Stepanek
2007,Nicolas Almagro,Martin Verkerk
2007,Jose Acasuso,Guillermo Garcia Lopez
2007,Filippo Volandri,Andy Murray
2007,Lleyton Hewitt,Agustin Calleri
2007,Juan Ignacio Chela,Guillermo Canas
2007,Gilles Simon,Marc Gicquel
2007,Paul Henri Mathieu,Olivier Rochus
2007,Jurgen Melzer,Alexander Waske
2007,Richard Gasquet,Gaston Gaudio
2007,Philipp Kohlschreiber,Marcos Baghdatis
2007,Igor Andreev,Dmitry Tursunov
2007,Oscar Hernandez,Benjamin Becker
2007,Roger Federer,Juan Monaco
2007,Juan Carlos Ferrero,Marat Safin
2007,David Ferrer,Robin Soderling
2007,Ivan Ljubicic,Florent Serra
2007,Novak Djokovic,Julien Benneteau
2007,Jarkko Nieminen,Florian Mayer
2007,Carlos Moya,Tomas Berdych
2007,James Blake,Arnaud Clement
2007,Nicolas Almagro,Tommy Robredo
2007,Jose Acasuso,Filippo Volandri
2007,Lleyton Hewitt,Juan Ignacio Chela
2007,Nikolay Davydenko,Gilles Simon
2007,Fernando Gonzalez,Paul Henri Mathieu
2007,Jurgen Melzer,Richard Gasquet
2007,Igor Andreev,Philipp Kohlschreiber
2007,Rafael Nadal,Oscar Hernandez
2007,Roger Federer,Juan Carlos Ferrero
2007,David Ferrer,Ivan Ljubicic
2007,Novak Djokovic,Jarkko Nieminen
2007,Carlos Moya,James Blake
2007,Nicolas Almagro,Jose Acasuso
2007,Lleyton Hewitt,Nikolay Davydenko
2007,Fernando Gonzalez,Jurgen Melzer
2007,Rafael Nadal,Igor Andreev
2007,Roger Federer,David Ferrer
2007,Carlos Moya,Novak Djokovic
2007,Lleyton Hewitt,Nicolas Almagro
2007,Rafael Nadal,Fernando Gonzalez
2007,Roger Federer,Carlos Moya
2007,Rafael Nadal,Lleyton Hewitt
2007,Roger Federer,Rafael Nadal
2007,Nicolas Almagro,Tim Henman
2007,Filippo Volandri,Teymuraz Gabashvili
2007,Richard Gasquet,Fernando Verdasco
2007,Tomas Berdych,Jarkko Nieminen
2007,Albert Montanes,Stanislas Wawrinka
2007,Jose Acasuso,Martin Verkerk
2007,Gaston Gaudio,Mardy Fish
2007,Juan Ignacio Chela,Marc Gicquel
2007,Igor Andreev,David Ferrer
2007,James Blake,Gael Monfils
2007,Nicolas Massu,Simone Bolelli
2007,Dmitry Tursunov,Jonas Bjorkman
2007,Oscar Hernandez,Lleyton Hewitt
2007,Guillermo Canas,Jurgen Melzer
2007,Gilles Simon,Andy Murray
2007,Juan Carlos Ferrero,Dominik Hrbaty
2007,Potito Starace,Agustin Calleri
2007,Marat Safin,Amer Delic
2007,Robin Soderling,Benjamin Becker
2007,Marcos Baghdatis,Carlos Moya
2007,Radek Stepanek,Tommy Haas
2007,Mikhail Youzhny,Julien Benneteau
2007,Olivier Rochus,Michael Llodra
2007,Daniele Bracciali,Robby Ginepri
2007,Roger Federer,Nicolas Almagro
2007,Filippo Volandri,Richard Gasquet
2007,Tomas Berdych,Albert Montanes
2007,Jose Acasuso,Ivan Ljubicic
2007,Andy Roddick,Gaston Gaudio
2007,Juan Ignacio Chela,Igor Andreev
2007,Nicolas Massu,James Blake
2007,Fernando Gonzalez,Dmitry Tursunov
2007,Tommy Robredo,Oscar Hernandez
2007,Gilles Simon,Guillermo Canas
2007,Potito Starace,Juan Carlos Ferrero
2007,Nikolay Davydenko,Marat Safin
2007,Novak Djokovic,Robin Soderling
2007,Marcos Baghdatis,Radek Stepanek
2007,Mikhail Youzhny,Olivier Rochus
2007,Rafael Nadal,Daniele Bracciali
2007,Filippo Volandri,Roger Federer
2007,Tomas Berdych,Jose Acasuso
2007,Juan Ignacio Chela,Andy Roddick
2007,Fernando Gonzalez,Nicolas Massu
2007,Tommy Robredo,Gilles Simon
2007,Nikolay Davydenko,Potito Starace
2007,Novak Djokovic,Marcos Baghdatis
2007,Rafael Nadal,Mikhail Youzhny
2007,Filippo Volandri,Tomas Berdych
2007,Fernando Gonzalez,Juan Ignacio Chela
2007,Nikolay Davydenko,Tommy Robredo
2007,Rafael Nadal,Novak Djokovic
2007,Fernando Gonzalez,Filippo Volandri
2007,Rafael Nadal,Nikolay Davydenko
2007,Rafael Nadal,Fernando Gonzalez
2007,Rafael Nadal,Rainer Schuettler
2007,Karan Rastogi,Thiago Alves
2007,Davide Sanguinetti,Konstantinos Economidis
2007,Nicolas Mahut,Alejandro Falla
2007,Xavier Malisse,Danai Udomchoke
2007,Stefano Galvani,Yen Hsun Lu
2007,Bjorn Phau,Olivier Patience
2007,Fabrice Santoro,David Skoch
2007,Paradorn Srichaphan,Simone Bolelli
2007,Stefan Koubek,Bartolome Salva Vidal
2007,Igor Andreev,Santiago Giraldo
2007,Julien Benneteau,Teymuraz Gabashvili
2007,Carlos Moya,Alexander Waske
2007,Kevin Kim,Simon Greul
2007,Ivo Karlovic,Prakash Amritraj
2007,Kristian Pless,David Nalbandian
2007,Rafael Nadal,Karan Rastogi
2007,Davide Sanguinetti,Nicolas Mahut
2007,Xavier Malisse,Stefano Galvani
2007,Fabrice Santoro,Bjorn Phau
2007,Stefan Koubek,Paradorn Srichaphan
2007,Julien Benneteau,Igor Andreev
2007,Carlos Moya,Kevin Kim
2007,Ivo Karlovic,Kristian Pless
2007,Rafael Nadal,Davide Sanguinetti
2007,Xavier Malisse,Fabrice Santoro
2007,Stefan Koubek,Julien Benneteau
2007,Carlos Moya,Ivo Karlovic
2007,Xavier Malisse,Rafael Nadal
2007,Stefan Koubek,Carlos Moya
2007,Xavier Malisse,Stefan Koubek
2007,Richard Gasquet,Kristof Vliegen
2007,Fabio Fognini,Somdev Devvarman
2007,Bjorn Phau,Wesley Moodie
2007,Stefan Koubek,Paul Capdeville
2007,Jarkko Nieminen,Davide Sanguinetti
2007,Toshihide Matsui,Navdeep Singh
2007,Nicolas Devilder,Rohan Bopanna
2007,Fabrice Santoro,Edouard Roger Vasselin
2007,Olivier Rochus,Robin Haase
2007,Ivan Navarro,Purav Raja
2007,Yen Hsun Lu,Jiri Vanek
2007,Nicolas Kiefer,Paul Henri Mathieu
2007,Rainer Schuettler,Julien Benneteau
2007,Viktor Troicki,Aisam Ul Haq Qureshi
2007,Boris Pashanski,Sergio Roitman
2007,Lleyton Hewitt,Ti Chen
2007,Richard Gasquet,Fabio Fognini
2007,Stefan Koubek,Bjorn Phau
2007,Jarkko Nieminen,Toshihide Matsui
2007,Fabrice Santoro,Nicolas Devilder
2007,Olivier Rochus,Ivan Navarro
2007,Nicolas Kiefer,Yen Hsun Lu
2007,Rainer Schuettler,Viktor Troicki
2007,Lleyton Hewitt,Boris Pashanski
2007,Richard Gasquet,Stefan Koubek
2007,Fabrice Santoro,Jarkko Nieminen
2007,Olivier Rochus,Nicolas Kiefer
2007,Rainer Schuettler,Lleyton Hewitt
2007,Richard Gasquet,Fabrice Santoro
2007,Olivier Rochus,Rainer Schuettler
2007,Richard Gasquet,Olivier Rochus
2007,Donald Young,Amer Delic
2007,Juan Martin Del Potro,Jo Wilfried Tsonga
2007,Julien Benneteau,Oscar Hernandez
2007,Luis Horna,Stefan Koubek
2007,Arnaud Clement,Kevin Anderson
2007,Robby Ginepri,Nicolas Massu
2007,Vincent Spadea,Evgeny Korolev
2007,Feliciano Lopez,Janko Tipsarevic
2007,Thomas Johansson,Kristof Vliegen
2007,Michael Russell,Guillermo Garcia Lopez
2007,Albert Montanes,Teymuraz Gabashvili
2007,John Isner,Benjamin Becker
2007,Mardy Fish,Florian Mayer
2007,Jose Acasuso,Olivier Rochus
2007,Stanislas Wawrinka,Mario Ancic
2007,Marc Gicquel,Carlos Berlocq
2007,Nikolay Davydenko,Donald Young
2007,Gilles Simon,Juan Martin Del Potro
2007,Nicolas Almagro,Julien Benneteau
2007,Paul Henri Mathieu,Luis Horna
2007,James Blake,Arnaud Clement
2007,Agustin Calleri,Robby Ginepri
2007,Fernando Verdasco,Vincent Spadea
2007,Jarkko Nieminen,Feliciano Lopez
2007,Thomas Johansson,Potito Starace
2007,Ivo Karlovic,Michael Russell
2007,Igor Andreev,Albert Montanes
2007,David Ferrer,John Isner
2007,Mardy Fish,Filippo Volandri
2007,Jose Acasuso,Dominik Hrbaty
2007,Stanislas Wawrinka,Gael Monfils
2007,Tommy Robredo,Marc Gicquel
2007,Gilles Simon,Nikolay Davydenko
2007,Paul Henri Mathieu,Nicolas Almagro
2007,James Blake,Agustin Calleri
2007,Fernando Verdasco,Jarkko Nieminen
2007,Ivo Karlovic,Thomas Johansson
2007,Igor Andreev,David Ferrer
2007,Mardy Fish,Jose Acasuso
2007,Stanislas Wawrinka,Tommy Robredo
2007,Paul Henri Mathieu,Gilles Simon
2007,James Blake,Fernando Verdasco
2007,Ivo Karlovic,Igor Andreev
2007,Mardy Fish,Stanislas Wawrinka
2007,James Blake,Paul Henri Mathieu
2007,Mardy Fish,Ivo Karlovic
2007,James Blake,Mardy Fish
2007,Nikolay Davydenko,Hyung Taik Lee
2007,Jonas Bjorkman,Nicolas Almagro
2007,Federico Luzzi,Jurgen Melzer
2007,Olivier Rochus,Sebastien Grosjean
2007,Andy Murray,Filippo Volandri
2007,Christophe Rochus,Alberto Martin
2007,Marco Chiudinelli,Tomas Cakl
2007,Max Mirnyi,Stanislas Wawrinka
2007,Robin Soderling,Kristof Vliegen
2007,Guillermo Garcia Lopez,Potito Starace
2007,Ruben Ramirez Hidalgo,Sultan Khalfan
2007,Marcos Baghdatis,Philipp Kohlschreiber
2007,Mikhail Youzhny,Daniele Bracciali
2007,Gael Monfils,Andreas Seppi
2007,Younes El Aynaoui,Thomas Johansson
2007,Ivan Ljubicic,Denis Gremelmayr
2007,Nikolay Davydenko,Jonas Bjorkman
2007,Olivier Rochus,Federico Luzzi
2007,Andy Murray,Christophe Rochus
2007,Max Mirnyi,Marco Chiudinelli
2007,Robin Soderling,Guillermo Garcia Lopez
2007,Marcos Baghdatis,Ruben Ramirez Hidalgo
2007,Mikhail Youzhny,Gael Monfils
2007,Ivan Ljubicic,Younes El Aynaoui
2007,Nikolay Davydenko,Olivier Rochus
2007,Andy Murray,Max Mirnyi
2007,Robin Soderling,Marcos Baghdatis
2007,Ivan Ljubicic,Mikhail Youzhny
2007,Andy Murray,Nikolay Davydenko
2007,Ivan Ljubicic,Robin Soderling
2007,Ivan Ljubicic,Andy Murray
2007,Simone Bolelli,Nicolas Almagro
2007,Yuri Schukin,Diego Hartfield
2007,Ivan Navarro,Chris Guccione
2007,Carlos Berlocq,Fabrice Santoro
2007,Andreas Seppi,Jurgen Melzer
2007,Hugo Armando,Sergio Roitman
2007,Evgeny Korolev,Florent Serra
2007,Gilles Simon,Guillermo Garcia Lopez
2007,Albert Montanes,Nicolas Devilder
2007,Victor Hanescu,Florian Mayer
2007,Andrei Pavel,Oscar Hernandez
2007,Potito Starace,Kristof Vliegen
2007,Igor Andreev,Peter Luczak
2007,Marc Gicquel,Catalin Gard
2007,Martin Vassallo Arguello,Werner Eschauer
2007,Gael Monfils,Filippo Volandri
2007,Yuri Schukin,Simone Bolelli
2007,Carlos Berlocq,Ivan Navarro
2007,Hugo Armando,Andreas Seppi
2007,Gilles Simon,Evgeny Korolev
2007,Victor Hanescu,Albert Montanes
2007,Potito Starace,Andrei Pavel
2007,Marc Gicquel,Igor Andreev
2007,Gael Monfils,Martin Vassallo Arguello
2007,Carlos Berlocq,Yuri Schukin
2007,Gilles Simon,Hugo Armando
2007,Victor Hanescu,Potito Starace
2007,Gael Monfils,Marc Gicquel
2007,Gilles Simon,Carlos Berlocq
2007,Victor Hanescu,Gael Monfils
2007,Gilles Simon,Victor Hanescu
2007,Ivo Karlovic,Fernando Verdasco
2007,David Nalbandian,Nicolas Almagro
2007,Mario Ancic,Paul Henri Mathieu
2007,Mardy Fish,Dmitry Tursunov
2007,Fabrice Santoro,Albert Montanes
2007,Jarkko Nieminen,Juan Monaco
2007,Jo Wilfried Tsonga,Sebastien Grosjean
2007,Nicolas Mahut,Teymuraz Gabashvili
2007,Gilles Simon,Potito Starace
2007,Andreas Seppi,Sam Querrey
2007,Marcos Baghdatis,Juan Carlos Ferrero
2007,Juan Martin Del Potro,Feliciano Lopez
2007,Mikhail Youzhny,Arnaud Clement
2007,Janko Tipsarevic,Vincent Spadea
2007,Stanislas Wawrinka,Nicolas Kiefer
2007,Filippo Volandri,Jurgen Melzer
2007,Roger Federer,Ivo Karlovic
2007,David Nalbandian,Carlos Moya
2007,Tomas Berdych,Mario Ancic
2007,David Ferrer,Mardy Fish
2007,Fabrice Santoro,Novak Djokovic
2007,Andy Murray,Jarkko Nieminen
2007,Richard Gasquet,Jo Wilfried Tsonga
2007,James Blake,Nicolas Mahut
2007,Tommy Robredo,Gilles Simon
2007,Guillermo Canas,Andreas Seppi
2007,Marcos Baghdatis,Ivan Ljubicic
2007,Nikolay Davydenko,Juan Martin Del Potro
2007,Mikhail Youzhny,Fernando Gonzalez
2007,Tommy Haas,Janko Tipsarevic
2007,Stanislas Wawrinka,Juan Ignacio Chela
2007,Rafael Nadal,Filippo Volandri
2007,David Nalbandian,Roger Federer
2007,David Ferrer,Tomas Berdych
2007,Andy Murray,Fabrice Santoro
2007,Richard Gasquet,James Blake
2007,Tommy Robredo,Guillermo Canas
2007,Marcos Baghdatis,Nikolay Davydenko
2007,Mikhail Youzhny,Tommy Haas
2007,Rafael Nadal,Stanislas Wawrinka
2007,David Nalbandian,David Ferrer
2007,Richard Gasquet,Andy Murray
2007,Marcos Baghdatis,Tommy Robredo
2007,Rafael Nadal,Mikhail Youzhny
2007,David Nalbandian,Richard Gasquet
2007,Rafael Nadal,Marcos Baghdatis
2007,David Nalbandian,Rafael Nadal
2007,Ivo Karlovic,Max Mirnyi
2007,Fabio Fognini,Peter Polansky
2007,Andy Murray,Robby Ginepri
2007,James Blake,Jurgen Melzer
2007,Lleyton Hewitt,Juan Carlos Ferrero
2007,Dominik Hrbaty,Philipp Kohlschreiber
2007,Jarkko Nieminen,Julien Benneteau
2007,Stanislas Wawrinka,Hyung Taik Lee
2007,Mikhail Youzhny,Sebastien Grosjean
2007,Tommy Haas,Agustin Calleri
2007,Michael Russell,Nicolas Almagro
2007,Radek Stepanek,Jonas Bjorkman
2007,Arnaud Clement,Philip Bester
2007,Marcos Baghdatis,Carlos Moya
2007,Robin Haase,Tomas Berdych
2007,David Ferrer,Ernests Gulbis
2007,David Nalbandian,Alejandro Falla
2007,Nicolas Kiefer,Dmitry Tursunov
2007,Fernando Verdasco,Juan Ignacio Chela
2007,Frank Dancevic,Juan Martin Del Potro
2007,Wayne Odesnik,Ivan Ljubicic
2007,Paul Henri Mathieu,Guillermo Canas
2007,Mario Ancic,Frederic Niemeyer
2007,Marat Safin,Robin Soderling
2007,Roger Federer,Ivo Karlovic
2007,Fabio Fognini,Andy Murray
2007,Lleyton Hewitt,James Blake
2007,Dominik Hrbaty,Tommy Robredo
2007,Nikolay Davydenko,Jarkko Nieminen
2007,Mikhail Youzhny,Stanislas Wawrinka
2007,Tommy Haas,Michael Russell
2007,Radek Stepanek,Fernando Gonzalez
2007,Andy Roddick,Arnaud Clement
2007,Marcos Baghdatis,Robin Haase
2007,David Nalbandian,David Ferrer
2007,Novak Djokovic,Nicolas Kiefer
2007,Fernando Verdasco,Richard Gasquet
2007,Frank Dancevic,Wayne Odesnik
2007,Paul Henri Mathieu,Mario Ancic
2007,Rafael Nadal,Marat Safin
2007,Roger Federer,Fabio Fognini
2007,Lleyton Hewitt,Dominik Hrbaty
2007,Nikolay Davydenko,Mikhail Youzhny
2007,Radek Stepanek,Tommy Haas
2007,Andy Roddick,Marcos Baghdatis
2007,Novak Djokovic,David Nalbandian
2007,Frank Dancevic,Fernando Verdasco
2007,Rafael Nadal,Paul Henri Mathieu
2007,Roger Federer,Lleyton Hewitt
2007,Radek Stepanek,Nikolay Davydenko
2007,Novak Djokovic,Andy Roddick
2007,Rafael Nadal,Frank Dancevic
2007,Roger Federer,Radek Stepanek
2007,Novak Djokovic,Rafael Nadal
2007,Novak Djokovic,Roger Federer
2007,Julien Benneteau,Dmitry Tursunov
2007,Juan Ignacio Chela,Tim Henman
2007,Marcos Baghdatis,Andy Murray
2007,Ivan Ljubicic,Amer Delic
2007,Nicolas Almagro,Florian Mayer
2007,Jarkko Nieminen,Vincent Spadea
2007,Carlos Moya,David Nalbandian
2007,Philipp Kohlschreiber,Agustin Calleri
2007,Juan Martin Del Potro,Guillermo Canas
2007,Mario Ancic,Tommy Haas
2007,Jurgen Melzer,Ivo Karlovic
2007,Lleyton Hewitt,Stanislas Wawrinka
2007,Robby Ginepri,Jonas Bjorkman
2007,Arnaud Clement,Paul Henri Mathieu
2007,Tomas Berdych,Benjamin Becker
2007,David Ferrer,John Isner
2007,Radek Stepanek,Mardy Fish
2007,Fernando Verdasco,Filippo Volandri
2007,Juan Carlos Ferrero,Olivier Rochus
2007,Nicolas Kiefer,Marat Safin
2007,James Blake,Alejandro Falla
2007,Mikhail Youzhny,Dominik Hrbaty
2007,Sam Querrey,Marc Gicquel
2007,Juan Monaco,Feliciano Lopez
2007,Roger Federer,Julien Benneteau
2007,Marcos Baghdatis,Juan Ignacio Chela
2007,Nicolas Almagro,Ivan Ljubicic
2007,Jarkko Nieminen,Tommy Robredo
2007,Carlos Moya,Novak Djokovic
2007,Juan Martin Del Potro,Philipp Kohlschreiber
2007,Jurgen Melzer,Mario Ancic
2007,Lleyton Hewitt,Richard Gasquet
2007,Nikolay Davydenko,Robby Ginepri
2007,Tomas Berdych,Arnaud Clement
2007,David Ferrer,Radek Stepanek
2007,Andy Roddick,Fernando Verdasco
2007,Juan Carlos Ferrero,Fernando Gonzalez
2007,James Blake,Nicolas Kiefer
2007,Sam Querrey,Mikhail Youzhny
2007,Juan Monaco,Rafael Nadal
2007,Roger Federer,Marcos Baghdatis
2007,Nicolas Almagro,Jarkko Nieminen
2007,Carlos Moya,Juan Martin Del Potro
2007,Lleyton Hewitt,Jurgen Melzer
2007,Nikolay Davydenko,Tomas Berdych
2007,David Ferrer,Andy Roddick
2007,James Blake,Juan Carlos Ferrero
